GISJOIN,YEAR,STATE,TRACTA,race_white,race_black,race_american_indian_eskimo_aleut,race_asian_pacific_islander,race_other,housing_occupied,housing_vacant,year_built_1989_to_1990,year_built_1985_to_1988,year_built_1980_to_1984,year_built_1970_to_1979,year_built_1960_to_1969,year_built_1950_to_1959,year_built_1940_to_1949,year_built_1939_or_earlier,total_above_poverty,total_below_poverty,total_poverty_determined,poverty_rate,total_housing_units,occupancy_rate,avg_home_value_1990,2019-23_value,home_value_ratio_2019_23_to_1990
G06000104235,1990,California,4235,1654,679,17,561,45,1369,77,7,0,8,179,148,103,156,845,2346,469,2815,0.16660746003552399,1446,0.9467496542185339,210257.35294117648,1079200,5.132757475083056
G06000104236,1990,California,4236,5238,356,32,1640,217,3753,171,0,16,0,303,795,449,247,2114,4935,2302,7237,0.31808760536133757,3924,0.9564220183486238,281915.1670951157,1381000,4.8986367573975285
G06000104236,1990,California,4236,5238,356,32,1640,217,3753,171,0,16,0,303,795,449,247,2114,4935,2302,7237,0.31808760536133757,3924,0.9564220183486238,281915.1670951157,963200,3.4166306478821866
G06000104237,1990,California,4237,2759,274,16,657,61,1405,65,0,139,29,15,207,59,128,893,2204,680,2884,0.23578363384188628,1470,0.95578231292517,464066.57963446475,2000001,4.309728577255784
G06000104238,1990,California,4238,2893,71,0,193,42,1300,62,0,0,0,34,55,86,51,1136,3018,181,3199,0.05658018130665833,1362,0.9544787077826725,460893.2648401827,2000001,4.33940166318879
G06000104239,1990,California,4239,2161,740,51,320,36,1570,118,21,0,0,22,135,144,137,1229,2769,463,3232,0.1432549504950495,1688,0.9300947867298578,230369.51501154734,1184000,5.139568922305765
G06000104239,1990,California,4239,2161,740,51,320,36,1570,118,21,0,0,22,135,144,137,1229,2769,463,3232,0.1432549504950495,1688,0.9300947867298578,230369.51501154734,1554100,6.746118295739349
G06000104240,1990,California,4240,899,3809,14,254,129,2142,201,0,13,29,89,229,334,597,1052,3719,1309,5028,0.2603420843277645,2343,0.9142125480153649,143110.4199066874,1183700,8.271235600956315
G06000104240,1990,California,4240,899,3809,14,254,129,2142,201,0,13,29,89,229,334,597,1052,3719,1309,5028,0.2603420843277645,2343,0.9142125480153649,143110.4199066874,1176300,8.219527276678983
G06000104251,1990,California,4251,3001,1325,33,1068,313,3227,413,21,582,463,1266,302,205,202,599,4883,857,5740,0.14930313588850175,3640,0.8865384615384615,170056.1797752809,495000,2.9108027750247767
G06000104251,1990,California,4251,3001,1325,33,1068,313,3227,413,21,582,463,1266,302,205,202,599,4883,857,5740,0.14930313588850175,3640,0.8865384615384615,170056.1797752809,639300,3.759345887016848
G06000104251,1990,California,4251,3001,1325,33,1068,313,3227,413,21,582,463,1266,302,205,202,599,4883,857,5740,0.14930313588850175,3640,0.8865384615384615,170056.1797752809,730700,4.296815328708292
G06000104251,1990,California,4251,3001,1325,33,1068,313,3227,413,21,582,463,1266,302,205,202,599,4883,857,5740,0.14930313588850175,3640,0.8865384615384615,170056.1797752809,556800,3.2742120911793853
G06000104261,1990,California,4261,5173,28,6,743,21,2115,52,0,0,25,96,113,346,327,1260,5881,90,5971,0.015072852118573104,2167,0.9760036917397323,535160.8263598327,2000001,3.737196187553599
G06000104262,1990,California,4262,3922,53,11,580,65,1640,41,0,0,7,30,48,131,123,1342,4522,101,4623,0.021847285312567598,1681,0.975609756097561,422093.84272997035,2000001,4.73828518100293
G06000104271,1990,California,4271,2878,17,12,330,78,1385,45,0,0,10,16,38,113,294,959,3154,130,3284,0.03958587088915956,1430,0.9685314685314685,309115.1832460733,1449500,4.689190562490473
G06000104272,1990,California,4272,2716,173,24,997,260,1577,72,9,13,10,65,179,130,192,1051,3568,406,3974,0.10216406643180674,1649,0.9563371740448757,212141.47286821707,1044400,4.923129767505595
G06000104273,1990,California,4273,2509,326,76,947,196,1726,72,37,162,106,244,120,92,126,911,3682,372,4054,0.09176122348297977,1798,0.9599555061179088,231118.42105263157,1116600,4.83128949615713
G06000104276,1990,California,4276,1677,849,41,1711,284,1573,130,0,62,5,171,753,207,303,202,3834,711,4545,0.15643564356435644,1703,0.9236641221374046,99903.84615384616,713200,7.1388642925890275
G06000104277,1990,California,4277,3321,248,19,992,164,2303,202,18,21,124,828,302,104,385,723,4445,281,4726,0.05945831570038087,2505,0.9193612774451098,268476.3779527559,1124200,4.187333010719575
G06000104278,1990,California,4278,3459,166,8,828,207,2071,84,0,0,17,93,231,229,268,1317,4357,311,4668,0.06662382176520994,2155,0.9610208816705337,295857.8052550232,1325800,4.481206770452409
G06000104279,1990,California,4279,3507,130,31,600,151,2144,91,0,0,24,79,282,125,254,1471,4185,229,4414,0.05188038060715904,2235,0.9592841163310962,323936.6729678639,1238600,3.823586840761543
G06000104280,1990,California,4280,1817,164,22,523,145,1319,75,4,0,38,190,293,145,149,575,2390,269,2659,0.10116585182399399,1394,0.9461979913916786,269736.84210526315,964300,3.574965853658537
G06000104281,1990,California,4281,3527,44,6,401,163,1882,78,0,22,5,97,130,275,182,1249,3961,180,4141,0.04346776141028737,1960,0.960204081632653,279025.8215962441,1496400,5.362944516888908
G06000104282,1990,California,4282,4800,126,10,816,142,2640,99,0,11,39,276,545,351,306,1211,5469,345,5814,0.05933952528379773,2739,0.963855421686747,263534.54545454547,1251500,4.7489030246164035
G06000104283,1990,California,4283,7447,332,38,3274,163,4343,156,286,1341,889,929,677,185,82,110,10884,361,11245,0.032103156958648287,4499,0.9653256279173149,314834.97884344147,977000,3.1032130025356377
G06000104283,1990,California,4283,7447,332,38,3274,163,4343,156,286,1341,889,929,677,185,82,110,10884,361,11245,0.032103156958648287,4499,0.9653256279173149,314834.97884344147,1408800,4.4747251565733945
G06000104284,1990,California,4284,3382,224,23,547,137,1944,83,7,0,0,442,360,186,104,928,3620,318,3938,0.08075165058405281,2027,0.9590527873704983,260486.11111111112,1001900,3.8462703279125563
G06000104285,1990,California,4285,2301,167,0,457,49,1484,70,24,0,6,122,872,325,49,156,2795,144,2939,0.04899625723035046,1554,0.954954954954955,372318.84057971014,1086500,2.918197742312184
G06000104286,1990,California,4286,1988,192,23,972,98,1477,158,9,15,34,614,828,89,16,30,2979,175,3154,0.0554850982878884,1635,0.9033639143730887,289837.80760626396,1000000,3.450205507207225
G06000104301,1990,California,4301,4346,157,25,1120,133,1978,67,193,429,325,514,397,110,24,53,5539,209,5748,0.036360473208072376,2045,0.9672371638141809,354912.7735068007,1240300,3.4946614846936015
G06000104301,1990,California,4301,4346,157,25,1120,133,1978,67,193,429,325,514,397,110,24,53,5539,209,5748,0.036360473208072376,2045,0.9672371638141809,354912.7735068007,1226500,3.455778691426834
G06000104302,1990,California,4302,5859,99,22,555,73,2250,46,0,367,118,194,344,907,285,81,6280,189,6469,0.029216262173442573,2296,0.9799651567944251,300164.27865612647,1124300,3.7456155843514547
G06000104303,1990,California,4303,3116,13,24,236,31,1227,22,24,21,27,83,347,615,114,18,3327,85,3412,0.024912075029308322,1249,0.9823859087269816,303505.4844606947,1147900,3.782139232309847
G06000104304,1990,California,4304,1794,0,20,151,43,743,10,0,39,8,75,145,427,54,5,1987,10,1997,0.005007511266900351,753,0.9867197875166003,314354.0669856459,1123700,3.5746316590563167
G06000104305,1990,California,4305,3715,408,22,461,201,1982,89,18,62,151,215,509,600,454,62,4558,241,4799,0.050218795582413,2071,0.95702559150169,218622.44897959183,903100,4.130865810968495
G06000104306,1990,California,4306,4400,107,23,439,101,1896,64,18,80,57,382,553,611,197,62,4960,96,5056,0.0189873417721519,1960,0.9673469387755103,261862.06896551725,1025300,3.915420068475112
G06000104307,1990,California,4307,3314,61,4,280,62,1363,36,7,141,13,56,156,589,339,98,3597,47,3644,0.012897914379802415,1399,0.9742673338098642,244817.01520912547,1038800,4.243169124142149
G06000104308,1990,California,4308,4382,83,0,310,90,2056,52,11,109,48,238,427,847,381,47,4472,338,4810,0.07027027027027027,2108,0.9753320683111955,218165.9836065574,898000,4.116132062180059
G06000104309,1990,California,4309,3452,119,51,195,67,1761,104,17,136,107,287,320,680,192,126,3517,261,3778,0.06908417151932239,1865,0.9442359249329759,224552.23880597015,890100,3.963888334995015
G06000104310,1990,California,4310,1791,76,26,150,83,1069,48,10,51,38,167,212,435,173,31,1994,132,2126,0.062088428974600186,1117,0.9570277529095792,208289.47368421053,734500,3.5263423878711304
G06000104311,1990,California,4311,2561,176,19,139,104,1245,64,0,97,63,191,288,320,340,10,2825,133,2958,0.04496281271129141,1309,0.9511077158135982,200697.42489270386,824200,4.106679497460572
G06000104312,1990,California,4312,4112,268,0,439,75,2203,99,0,75,358,539,167,435,664,64,4566,255,4821,0.05289359054138146,2302,0.9569939183318853,201115.46499477534,726500,3.6123527348773172
G06000104321,1990,California,4321,2725,220,40,227,99,1424,53,0,41,25,45,85,87,412,782,3101,201,3302,0.06087219866747426,1477,0.964116452268111,214110.38306451612,1005400,4.695708753634106
G06000104322,1990,California,4322,2811,253,19,269,77,1521,66,0,124,0,38,147,141,339,798,3216,187,3403,0.05495151337055539,1587,0.9584120982986768,225729.16666666666,1000500,4.4323027226580525
G06000104323,1990,California,4323,2215,108,34,224,157,1319,54,0,0,0,0,37,155,697,484,2571,162,2733,0.059275521405049394,1373,0.9606700655498908,181238.09523809524,855400,4.719758276405675
G06000104324,1990,California,4324,3322,204,66,693,483,1740,76,0,33,28,126,280,568,647,134,4563,185,4748,0.038963774220724515,1816,0.9581497797356828,176843.4032059186,665000,3.760389067075722
G06000104325,1990,California,4325,4810,473,79,1283,507,2696,78,50,327,5,74,320,638,1171,189,6727,408,7135,0.05718290119131044,2774,0.9718817591925017,169561.95869420387,760400,4.4844964392711555
G06000104325,1990,California,4325,4810,473,79,1283,507,2696,78,50,327,5,74,320,638,1171,189,6727,408,7135,0.05718290119131044,2774,0.9718817591925017,169561.95869420387,734100,4.329390894356859
G06000104326,1990,California,4326,3863,408,27,434,278,2665,193,0,198,360,459,559,293,422,567,4587,237,4824,0.049129353233830844,2858,0.9324702589223233,168955.14223194748,541200,3.2032170956775134
G06000104326,1990,California,4326,3863,408,27,434,278,2665,193,0,198,360,459,559,293,422,567,4587,237,4824,0.049129353233830844,2858,0.9324702589223233,168955.14223194748,674100,3.989816415735794
G06000104327,1990,California,4327,2094,39,45,157,130,1093,11,0,0,4,149,59,220,341,331,2364,94,2458,0.03824247355573637,1104,0.990036231884058,233185.21031207597,996800,4.274713643570982
G06000104328,1990,California,4328,2748,120,5,621,90,1372,33,0,32,16,181,511,432,131,102,3289,280,3569,0.07845334827682825,1405,0.9765124555160143,332769.60784313723,1104400,3.3188126979450545
G06000104330,1990,California,4330,2712,43,15,368,96,1440,33,0,0,37,69,49,284,990,44,3039,187,3226,0.05796652200867948,1473,0.9775967413441955,187785.03046127068,771500,4.1084211989896415
G06000104331,1990,California,4331,6220,919,37,1403,566,4432,234,32,543,395,1194,731,665,941,165,8702,407,9109,0.04468108464156329,4666,0.949849978568367,199319.9233716475,842100,4.224866163679177
G06000104331,1990,California,4331,6220,919,37,1403,566,4432,234,32,543,395,1194,731,665,941,165,8702,407,9109,0.04468108464156329,4666,0.949849978568367,199319.9233716475,597800,2.9991984237589504
G06000104331,1990,California,4331,6220,919,37,1403,566,4432,234,32,543,395,1194,731,665,941,165,8702,407,9109,0.04468108464156329,4666,0.949849978568367,199319.9233716475,679300,3.4080888077274256
G06000104332,1990,California,4332,3964,592,15,1053,258,2654,111,0,95,272,918,510,857,89,24,5293,488,5781,0.08441446116588826,2765,0.9598553345388788,201996.67616334284,822400,4.0713541213666975
G06000104333,1990,California,4333,4491,128,71,978,511,2171,27,0,0,0,8,120,1774,274,22,5996,174,6170,0.02820097244732577,2198,0.9877161055505005,187185.74635241303,811200,4.333663304003717
G06000104334,1990,California,4334,2441,217,6,695,126,1481,30,0,244,103,568,554,42,0,0,3366,97,3463,0.02801039561074213,1511,0.9801455989410987,193579.26829268291,720000,3.719406558099978
G06000104335,1990,California,4335,3116,55,8,537,221,1419,22,0,10,26,68,250,1046,41,0,3791,123,3914,0.0314256515074093,1441,0.9847328244274809,205317.06204379562,801600,3.904205485996156
G06000104336,1990,California,4336,3860,168,36,736,300,2122,50,0,17,193,333,371,871,377,10,4771,293,5064,0.05785939968404424,2172,0.9769797421731123,194587.42194469224,815500,4.190918363838493
G06000104337,1990,California,4337,1981,158,48,187,137,1001,46,27,39,44,98,115,206,493,25,2194,286,2480,0.1153225806451613,1047,0.956064947468959,160464.3765903308,694000,4.324947472745293
G06000104338,1990,California,4338,3761,471,44,722,350,2116,80,27,94,171,324,121,836,468,155,5016,231,5247,0.0440251572327044,2196,0.9635701275045537,162830.24017467248,653500,4.013382276529056
G06000104338,1990,California,4338,3761,471,44,722,350,2116,80,27,94,171,324,121,836,468,155,5016,231,5247,0.0440251572327044,2196,0.9635701275045537,162830.24017467248,778100,4.778596403010342
G06000104339,1990,California,4339,2758,1213,83,615,330,2084,107,52,488,131,375,529,231,352,33,3970,1029,4999,0.20584116823364673,2191,0.9511638521223186,162732.55813953487,608300,3.7380350125044663
G06000104340,1990,California,4340,2736,373,50,338,360,1560,106,31,110,254,118,253,239,424,237,3265,403,3668,0.1098691384950927,1666,0.936374549819928,167177.9475982533,595300,3.5608763509321837
G06000104352,1990,California,4352,1969,1186,45,405,222,1238,41,37,189,211,165,227,267,114,69,3525,243,3768,0.06449044585987261,1279,0.9679437060203284,226628.70762711865,927600,4.093038387379491
G06000104353,1990,California,4353,2827,589,96,204,231,1541,92,97,95,132,193,259,377,266,214,3237,440,3677,0.11966276856132717,1633,0.9436619718309859,196534.86394557822,818300,4.163637858301785
G06000104354,1990,California,4354,2176,375,108,261,344,1562,316,264,64,114,145,287,364,270,370,2708,455,3163,0.1438507745810939,1878,0.8317358892438764,198602.27272727274,643300,3.2391371516850715
G06000104355,1990,California,4355,2319,262,61,118,307,1376,83,22,122,181,165,73,200,368,328,2758,253,3011,0.08402524078379275,1459,0.9431117203564084,195050.79006772008,732400,3.754919422503834
G06000104356,1990,California,4356,5727,398,57,443,1074,2935,129,71,330,152,196,368,848,729,370,6385,1016,7401,0.13727874611538982,3064,0.9578981723237598,186196.10570236438,703600,3.7788115779645195
G06000104356,1990,California,4356,5727,398,57,443,1074,2935,129,71,330,152,196,368,848,729,370,6385,1016,7401,0.13727874611538982,3064,0.9578981723237598,186196.10570236438,656300,3.524778338001868
G06000104357,1990,California,4357,3076,126,45,317,233,1461,59,0,53,33,46,103,928,348,9,3440,332,3772,0.088016967126193,1520,0.9611842105263158,187846.71532846717,798900,4.252935690693608
G06000104358,1990,California,4358,3504,42,46,538,257,1550,35,0,0,0,11,39,342,1176,17,4161,226,4387,0.05151584226122635,1585,0.9779179810725552,173367.99660441425,848600,4.894790368584055
G06000104359,1990,California,4359,3690,42,45,643,182,1671,27,37,18,8,114,129,1322,65,5,4483,113,4596,0.024586597040905135,1698,0.9840989399293286,197331.59722222222,825100,4.181286786377274
G06000104360,1990,California,4360,3423,75,5,257,250,1432,18,0,0,0,0,33,1057,340,20,3849,153,4002,0.03823088455772114,1450,0.9875862068965517,180868.8387635756,842700,4.659177367205543
G06000104361,1990,California,4361,3328,90,61,542,316,1676,26,60,23,39,71,241,653,562,53,4134,191,4325,0.04416184971098266,1702,0.9847238542890717,186764.12289395442,832000,4.454817055374247
G06000104362,1990,California,4362,2037,155,54,161,229,980,78,68,87,18,213,102,310,210,50,2200,291,2491,0.11682055399437977,1058,0.9262759924385633,180778.14569536425,737400,4.079032878468724
G06000104363,1990,California,4363,2838,232,69,382,1232,1613,114,16,156,71,111,234,423,438,278,3983,637,4620,0.13787878787878788,1727,0.9339895773016792,148917.32283464566,890500,5.979828155981494
G06000104363,1990,California,4363,2838,232,69,382,1232,1613,114,16,156,71,111,234,423,438,278,3983,637,4620,0.13787878787878788,1727,0.9339895773016792,148917.32283464566,661400,4.4413906146728355
G06000104365,1990,California,4365,2666,405,20,285,340,1629,149,46,53,38,656,356,370,155,104,3398,298,3696,0.08062770562770563,1778,0.9161979752530933,180133.05322128852,779200,4.325691404579559
G06000104366,1990,California,4366,4776,1247,97,1017,1618,3206,224,89,443,182,367,645,1345,266,93,7243,1467,8710,0.16842709529276692,3430,0.9346938775510204,159741.08170310702,759700,4.755821056802219
G06000104366,1990,California,4366,4776,1247,97,1017,1618,3206,224,89,443,182,367,645,1345,266,93,7243,1467,8710,0.16842709529276692,3430,0.9346938775510204,159741.08170310702,735900,4.606829953535281
G06000104367,1990,California,4367,1288,118,66,268,632,765,32,10,0,19,85,131,366,107,79,2166,206,2372,0.08684654300168634,797,0.9598494353826851,139026.76399026765,642300,4.619973748687435
G06000104368,1990,California,4368,2036,279,36,383,137,1162,67,0,0,12,75,548,568,26,0,2608,258,2866,0.09002093510118632,1229,0.9454841334418226,196428.57142857142,846800,4.310981818181818
G06000104369,1990,California,4369,3319,443,33,675,1269,1767,69,13,29,35,130,353,1030,182,64,4970,693,5663,0.12237330037082818,1836,0.9624183006535948,169440.34852546916,811200,4.7875255631811084
G06000104370,1990,California,4370,2125,161,30,457,195,1180,28,85,220,93,0,249,561,0,0,2905,57,2962,0.01924375422012154,1208,0.9768211920529801,198413.39155749636,802700,4.0455938669209885
G06000104371,1990,California,4371,3902,935,51,2184,761,2614,69,0,12,17,1479,387,706,62,20,7265,547,7812,0.07002048131080389,2683,0.9742825195676481,184399.21090387375,1096000,5.943626302020015
G06000104371,1990,California,4371,3902,935,51,2184,761,2614,69,0,12,17,1479,387,706,62,20,7265,547,7812,0.07002048131080389,2683,0.9742825195676481,184399.21090387375,695500,3.7717081141012048
G06000104372,1990,California,4372,3174,346,16,1244,286,1896,143,26,324,445,318,356,431,70,69,4599,336,4935,0.06808510638297872,2039,0.9298675821481118,244954.43499392466,825600,3.37042274829797
G06000104373,1990,California,4373,1759,300,31,593,265,949,12,0,10,10,102,327,491,21,0,2767,181,2948,0.06139755766621438,961,0.9875130072840791,188245.61403508772,851700,4.524408201304753
G06000104374,1990,California,4374,2035,90,85,352,406,945,18,0,0,0,0,26,894,43,0,2769,172,2941,0.058483509010540634,963,0.9813084112149533,172712.14099216711,774900,4.486656210434815
G06000104375,1990,California,4375,2206,390,5,527,937,1164,89,0,155,66,138,298,455,90,51,3325,516,3841,0.13434001562093204,1253,0.9289704708699122,182037.8151260504,847200,4.65397807270629
G06000104376,1990,California,4376,1706,196,6,438,205,861,10,41,39,88,105,130,392,46,30,2153,291,2444,0.1190671031096563,871,0.9885189437428243,174510.61320754717,816200,4.677079433726391
G06000104377,1990,California,4377,3493,1286,86,1017,1582,2156,83,41,315,207,363,552,661,84,16,5224,2091,7315,0.285850991114149,2239,0.962929879410451,158771.00840336134,611700,3.852718491564671
G06000104377,1990,California,4377,3493,1286,86,1017,1582,2156,83,41,315,207,363,552,661,84,16,5224,2091,7315,0.285850991114149,2239,0.962929879410451,158771.00840336134,1125000,7.085676480317566
G06000104378,1990,California,4378,2071,273,7,758,355,1144,20,0,21,172,238,102,514,112,5,3264,181,3445,0.052539912917271406,1164,0.9828178694158075,181882.20230473753,826100,4.541950721576909
G06000104379,1990,California,4379,1622,197,15,271,329,950,38,0,5,6,313,315,219,102,28,2058,342,2400,0.1425,988,0.9615384615384616,146087.786259542,813600,5.5692540822991505
G06000104380,1990,California,4380,2453,117,0,202,70,1055,16,8,0,8,178,189,652,10,26,2713,119,2832,0.042019774011299436,1071,0.9850606909430439,214892.36111111112,945200,4.3984811517394045
